표준코드,제품코드,제품명,규격,단위,상한금액,업체명,주성분코드,주성분명,투여,분류
8806435021427,643502141,이노테칸주(이리노테칸염산염)_(0.1g/5mL),5,mL/병,115740,한미약품(주),177431BIJ,irinotecan hydrochloride   0.1g(20mg/mL),주사,421
8806435021847,643502184,이부서스펜시럽(이부프로펜)_(10g/500mL),500(1),mL/병,10,한미약품(주),172836ASY,ibuprofen   10g(20mg/mL),내복,114
8806435021854,643502185,이부서스펜시럽(이부프로펜)_(20g/1000mL),1000(1),mL/병,10,한미약품(주),172837ASY,ibuprofen   20g(20mg/mL),내복,114
8806435021953,643502190,이소티논연질캡슐10밀리그램(이소트레티노인)_(10mg/1캡슐),1,캡슐,270,한미약품(주),178701ACS,isotretinoin   10mg,내복,311
8806435022042,643502200,이트라정100밀리그램(이트라코나졸)_(0.1g/1정),1,정,1145,한미약품(주),179101ATB,itraconazole   0.1g,내복,629
8806435022240,643502220,임프란타연질캡슐25밀리그램(사이클로스포린)_(25mg/1캡슐),1,캡슐,690,한미약품(주),139204ACS,cyclosporine   25mg,내복,142
8806435022448,643502240,임프란타연질캡슐100밀리그램(사이클로스포린)_(0.1g/1캡슐),1,캡슐,2413,한미약품(주),139201ACS,cyclosporine   0.1g,내복,142
8806435023247,643502320,졸피드정10밀리그램(졸피뎀타르타르산염)_(10mg/1정),1,정,174,한미약품(주),250501ATB,zolpidem tartrate   10mg,내복,112
8806435023834,643502380,카르베롤정12.5밀리그램(카르베딜롤)_(12.5mg/1정),1,정,355,한미약품(주),125001ATB,carvedilol   12.5mg,내복,214
8806435023933,643502390,카르베롤정25밀리그램(카르베딜롤)_(25mg/1정),1,정,422,한미약품(주),125002ATB,carvedilol   25mg,내복,214
8806435024350,643502430,칼시오연질캡슐0.25마이크로그램(칼시트리올)_(0.25㎍/1캡슐),1,캡슐,242,한미약품(주),121601ACS,calcitriol   0.25㎍,내복,311
8806435024664,643502466,코스펜에이시럽_(500mL),500(1),mL/병,9,한미약품(주),531500ASY,pseudoephedrine hydrochloride   3g(6mg/mL),내복,141
8806435025036,643502503,코푸스티시럽(아이비엽70%에탄올유동엑스)_(10g/500mL),500(1),mL/병,34,한미약품(주),150045ASY,ivy leaf 70% ethanol fluid ext.   10g(20mg/mL),내복,222
8806435026026,643502600,콜리네이트연질캡슐400밀리그램(콜린알포세레이트)_(0.4g/1캡슐),1,캡슐,493,한미약품(주),138101ACS,choline alfoscerate   0.4g,내복,119
8806435026422,643502642,크로세프건조시럽(세파클러수화물)_(3.75g/150mL),150(1),mL/병,56,한미약품(주),125237ASY,cefaclor hydrate   3.75g(25mg/mL),내복,618
8806435026545,643502650,크로세프캡슐250밀리그램(세파클러수화물)_(0.25g/1캡슐),1,캡슐,436,한미약품(주),125201ACH,cefaclor hydrate   0.25g,내복,618
8806435026712,643502671,클래리건조시럽125mg/5ml(클래리트로마이신)_(2.5g/100mL),100(1),mL/병,100,한미약품(주),134935ASY,clarithromycin   2.5g(25mg/mL),내복,619
8806435026965,643502690,한미클래리정250밀리그램(클래리트로마이신)_(0.25g/1정),1,정,862,한미약품(주),134901ATB,clarithromycin   0.25g,내복,619
8806435027061,643502700,한미클래리정500밀리그램(클래리트로마이신)_(0.5g/1정),1,정,1282,한미약품(주),134904ATB,clarithromycin   0.5g,내복,619
8806435027412,643502740,타리무스캡슐1밀리그램(타크로리무스수화물)_(1.02mg/1캡슐),1,캡슐,2721,한미약품(주),234203ACH,tacrolimus hydrate (as tacrolimus   1mg),내복,142
8806435027726,643502771,타짐주1그램(세프타지딤수화물·건조탄산나트륨)_(1.121g/1병)(Type1),1,병,8338,한미약품(주),128301BIJ,ceftazidime hydrate   1g,주사,618
8806435027825,643502781,타짐주2그램(세프타지딤수화물·건조탄산나트륨)_(2.242g/1병)(Type1),1,병,9440,한미약품(주),128303BIJ,ceftazidime hydrate   2g,주사,618
8806435028914,643502891,토라미신점안액0.3%(토브라마이신)_(15mg/5mL),5,mL/병,1758,한미약품(주),240833COS,tobramycin   15mg(3mg/mL),외용,612
8806435029171,643502910,토르셈정5밀리그램(토르세미드)_(5mg/1정),1,정,153,한미약품(주),242003ATB,torasemide   5mg,내복,213
8806435029232,643502920,토르셈정10밀리그램(토르세미드)_(10mg/1정),1,정,209,한미약품(주),242001ATB,torasemide   10mg,내복,213
8806435029645,643502960,토피라정100밀리그램(토피라메이트)_(0.1g/1정),1,정,907,한미약품(주),241801ATB,topiramate   0.1g,내복,113
8806435029744,643502970,토피라정25밀리그램(토피라메이트)_(25mg/1정),1,정,319,한미약품(주),241803ATB,topiramate   25mg,내복,113
8806435030221,643503021,트리악손주사500밀리그램(세프트리악손나트륨수화물)_(0.5g/1병),1,병,3710,한미약품(주),128804BIJ,ceftriaxone sodium hydrate   0.5g,주사,618
8806435030320,643503031,트리악손주사1그램(세프트리악손나트륨수화물)_(1g/1병)(Type1),1,병,7261,한미약품(주),128801BIJ,ceftriaxone sodium hydrate   1g,주사,618
8806435030351,643503033,트리악손주사1그램(세프트리악손나트륨수화물)_(1g/1키트)(Type2),1,키트,7261,한미약품(주),128801BIJ,ceftriaxone sodium hydrate   1g,주사,618
8806435030641,643503060,티라마이드정100밀리그램(티로프라미드염산염)_(0.1g/1정),1,정,133,한미약품(주),240301ATB,tiropramide hydrochloride   0.1g,내복,124
8806435030917,643503091,티어드롭점안액2%(포비돈)_(0.2g/10mL),10,mL/병,1080,한미약품(주),216134COS,povidone   0.2g(20mg/mL),외용,131
8806435031518,643503151,티티베연고0.25%(프레드니카르베이트)_(25mg/10g),10,g/개,1610,한미약품(주),216932COM,prednicarbate   25mg(2.5mg/g),외용,264
8806435031617,643503161,티티베크림(프레드니카르베이트)_(25mg/10g),10,g/개,1610,한미약품(주),216932CCM,prednicarbate   25mg(2.5mg/g),외용,264
8806435031921,643503191,팍셀주(파클리탁셀)_(30mg/5mL),5,mL/병,77754,한미약품(주),207830BIJ,paclitaxel   30mg(6mg/mL),주사,421
8806435032027,643503201,팍셀주(파클리탁셀)_(0.1g/16.7mL),16.7,mL/병,153587,한미약품(주),207831BIJ,paclitaxel   0.1g(6mg/mL),주사,421
8806435032126,643503211,팍셀주(파클리탁셀)_(0.15g/25mL),25,mL/병,213356,한미약품(주),207832BIJ,paclitaxel   0.15g(6mg/mL),주사,421
8806435032348,643503230,팜시버정250밀리그램(팜시클로비르)_(0.25g/1정),1,정,3817,한미약품(주),157201ATB,famciclovir   0.25g,내복,629
8806435032423,643503240,팜시버정750밀리그램(팜시클로비르)_(0.75g/1정),1,정,10896,한미약품(주),157202ATB,famciclovir   0.75g,내복,629
8806435032744,643503270,펙소나딘정180밀리그램(펙소페나딘염산염)_(0.18g/1정),1,정,314,한미약품(주),347902ATB,fexofenadine hydrochloride   0.18g,내복,141
8806435032843,643503280,펙소나딘정120밀리그램(펙소페나딘염산염)_(0.12g/1정),1,정,226,한미약품(주),347901ATB,fexofenadine hydrochloride   0.12g,내복,141
8806435032935,643503290,펙소나딘정30밀리그램(펙소페나딘염산염)_(30mg/1정),1,정,91,한미약품(주),347903ATB,fexofenadine hydrochloride   30mg,내복,141
8806435033628,643503361,폰티암정주1그램(세포티암염산염)_(1g/1병),1,병,5332,한미약품(주),127301BIJ,cefotiam hydrochloride   1g,주사,618
8806435034229,643503422,"플루오론티점안액(플루오로메톨론,테트라히드로졸린)_(6mL)",6,mL/병,2448,한미약품(주),538900COS,fluorometholone   6mg(1mg/mL),외용,131
8806435034526,643503452,하티손로션1%(히드로코르티손)_(0.6g/60mL),60,mL/병,2626,한미약품(주),170939CLT,hydrocortisone   0.6g(10mg/g(mL)),외용,264
8806435034618,643503461,하티손로션2.5%(히드로코르티손)_(1.5g/60mL),60,mL/병,6593,한미약품(주),170945CLT,hydrocortisone   1.5g(25mg/g(mL)),외용,264
8806435034724,643503470,모사잘정5밀리그램(모사프리드시트르산염수화물)_(5.29mg/1정),1,정,103,한미약품(주),421001ATB,mosapride citrate hydrate (as mosapride   5mg),내복,239
8806435035523,643503551,한미세포탁심나트륨주사500밀리그램_(0.5g/1병),1,병,2054,한미약품(주),127103BIJ,cefotaxime sodium   0.5g,주사,618
8806435035622,643503561,한미세포탁심나트륨주사1그램_(1g/1병)(Type1),1,병,4191,한미약품(주),127101BIJ,cefotaxime sodium   1g,주사,618
8806435035721,643503571,한미세포탁심나트륨주사2그램_(2g/1병)(Type1),1,병,5922,한미약품(주),127102BIJ,cefotaxime sodium   2g,주사,618
8806435035752,643503573,한미세포탁심나트륨주사2그램_(2g/1키트)(Type2),1,키트,5922,한미약품(주),127102BIJ,cefotaxime sodium   2g,주사,618
8806435035813,643503581,세프디어세립(세프디니르)_(10g/100g),100(1),g/통,744,한미약품(주),125931AGN,cefdinir   10g(0.1g/g),내복,618
8806435035936,643503590,세프디어캡슐100밀리그램(세프디니르)_(0.1g/1캡슐),1,캡슐,471,한미약품(주),125901ACH,cefdinir   0.1g,내복,618
8806435036049,643503600,한미세프라딘캡슐500밀리그램_(0.5g/1캡슐),1,캡슐,205,한미약품(주),130105ACH,cefradine hydrate   0.5g,내복,618
8806435036162,643503615,트리악손주사2그램(세프트리악손나트륨수화물)_(2g/1병)(Type1),1,병,11236,한미약품(주),128803BIJ,ceftriaxone sodium hydrate   2g,주사,618
8806435036186,643503617,트리악손주사2그램(세프트리악손나트륨수화물)_(2g/1키트)(Type2),1,키트,11236,한미약품(주),128803BIJ,ceftriaxone sodium hydrate   2g,주사,618
8806435036230,643503620,프로세질정250밀리그램(세프프로질수화물)_(0.25g/1정),1,정,683,한미약품(주),128001ATB,cefprozil hydrate   0.25g,내복,618
8806435036346,643503630,한미아스피린장용정100밀리그램_(0.1g/1정),1,정,61,한미약품(주),111001ATE,aspirin(enteric coated) (as aspirin   0.1g),내복,219
8806435036551,643503650,토바스트정20밀리그램(아토르바스타틴칼슘삼수화물)_(20.72mg/1정),1,정,669,한미약품(주),111502ATB,atorvastatin calcium (as atorvastatin   20mg),내복,218
8806435036643,643503660,한미알마게이트정500밀리그램(알마게이트)_(0.5g/1정),1,정,30,한미약품(주),105203ATB,almagate   0.5g,내복,234
8806435037350,643503730,한미염산테라조신정2밀리그램_(2.374mg/1정),1,정,303,한미약품(주),235502ATB,terazosin hydrochloride (as terazosin   2mg),내복,259
8806435037435,643503743,한미유리아크림200밀리그램(우레아)_(10g/50g),50,g/개,1648,한미약품(주),246132CCM,urea   10g(0.2g/g),외용,266
8806435037442,643503744,한미유리아크림200밀리그램(우레아)_(90g/450g),450,g/병,14840,한미약품(주),246136CCM,urea   90g(0.2g/g),외용,266
8806435038654,643503860,한미파모티딘정20밀리그램(파모티딘)_(20mg/1정),1,정,168,한미약품(주),157302ATB,famotidine   20mg,내복,232
8806435039033,643503900,피어리존정15밀리그램(피오글리타존염산염)_(16.53mg/1정),1,정,647,한미약품(주),431901ATB,pioglitazone hydrochloride (as pioglitazone   15mg),내복,396
8806435039835,643503980,후나졸캡슐50밀리그램(플루코나졸)_(50mg/1캡슐),1,캡슐,1732,한미약품(주),159903ACH,fluconazole   50mg,내복,629
8806435039927,643503991,훼로맥스액(폴리말토오스수산화제이철착염)_(0.357g/5mL/병),5,mL/병,282,한미약품(주),158631ALQ,ferric hydroxide polymaltose complex (as Fe III   0.1g(20mg/mL)),내복,322
8806435039965,643503993,훼로맥스액(폴리말토오스수산화제이철착염)_(0.357g/5mL/포),5,mL/포,282,한미약품(주),158631ALQ,ferric hydroxide polymaltose complex (as Fe III   0.1g(20mg/mL)),내복,322
8806435040213,643504021,히알루드롭점안액0.1%(히알루론산나트륨)_(5mg/5mL),5,mL/병,2217,한미약품(주),530020COS,sodium hyaluronate   5mg(1mg/mL),외용,131
8806435040220,643504022,히알루드롭점안액0.1%(히알루론산나트륨)_(10mg/10mL),10,mL/병,4439,한미약품(주),530029COS,sodium hyaluronate   10mg(1mg/mL),외용,131
8806435040343,643504031,히알루미니점안액0.1%(히알루론산나트륨)(1회용)_(0.5mg/0.5mL),0.5,mL/관,198,한미약품(주),530002COS,sodium hyaluronate   0.5mg(1mg/mL),외용,131
8806435040411,643504041,키톨락점안액0.5%(케토롤락트로메타민염)_(25mg/5mL),5,mL/병,6745,한미약품(주),180032COS,ketorolac tromethamine   25mg(5mg/mL),외용,131
8806435040541,643504050,피도글정75밀리그램(클로피도그렐나파디실레이트일수화물)_(0.11069g/1정),1,정,871,한미약품(주),498801ATB,clopidogrel napadisilate monohydrate (as clopidogrel   75mg),내복,218
8806435040954,643504090,토바스트정10밀리그램(아토르바스타틴칼슘삼수화물)_(10.36mg/1정),1,정,663,한미약품(주),111501ATB,atorvastatin calcium (as atorvastatin   10mg),내복,218
8806435041029,643504100,니코피온서방정150밀리그램(부프로피온염산염)_(0.15g/1정),1,정,516,한미약품(주),428102ATR,bupropion hydrochloride   0.15g,내복,117
8806435041111,643504110,리도넬정35밀리그램(리세드론산나트륨일수화물)_(37.07mg/1정),1,정,5068,한미약품(주),442302ATB,risedronate sodium   35mg,내복,399
8806435041326,643504131,리프라틴주5밀리그램/밀리리터(옥살리플라틴)_(50mg/10mL),10,mL/병,209350,한미약품(주),205830BIJ,oxaliplatin   50mg(5mg/mL),주사,421
8806435041623,643500888,메게롤현탁액(메게스트롤아세테이트)_(0.8g/20mL),20,mL/포,3162,한미약품(주),189331ASS,megestrol acetate   0.8g(40mg/mL),내복,421
8806435041630,643500885,메게롤현탁액(메게스트롤아세테이트)_(0.4g/10mL),10,mL/포,1581,한미약품(주),189330ASS,megestrol acetate   0.4g(40mg/mL),내복,421
8806435041746,643504174,레브로콜시럽(레보드로프로피진)_(3g/500mL),500(1),mL/병,18,한미약품(주),183135ASY,levodropropizine   3g(6mg/mL),내복,222
8806435041852,643504180,레브로콜정60밀리그램(레보드로프로피진)_(60mg/1정),1,정,135,한미약품(주),183102ATB,levodropropizine   60mg,내복,222
8806435042262,643504220,"트라스펜정(트라마돌,아세트아미노펜)_(1정)",1,정,190,한미약품(주),513000ATB,acetaminophen   0.325g,내복,114
8806435042361,643504230,"트라스펜세미정(트라마돌,아세트아미노펜)_(1정)",1,정,126,한미약품(주),480600ATB,acetaminophen   0.1625g,내복,114
8806435042743,643504270,레복사신정500밀리그램(레보플록사신수화물)_(0.5125g/1정),1,정,1571,한미약품(주),183203ATB,levofloxacin hydrate   0.5g,내복,629
8806435043016,643504300,타리무스캡슐0.5밀리그램(타크로리무스수화물)_(0.51mg/1캡슐),1,캡슐,1780,한미약품(주),234201ACH,tacrolimus hydrate (as tacrolimus   0.5mg),내복,142
8806435043153,643504310,에소메졸캡슐20밀리그램(에스오메프라졸스트론튬사수화물)_(24.6mg/1캡슐),1,캡슐,921,한미약품(주),498001ACH,esomeprazole strontium tetrahydrate (as esomeprazole   20mg),내복,232
8806435043221,643504321,리프라틴주5밀리그램/밀리리터(옥살리플라틴)_(0.1g/20mL),20,mL/병,301831,한미약품(주),205834BIJ,oxaliplatin   0.1g(5mg/mL),주사,421
8806435043436,643504340,엘티리진정5밀리그램(레보세티리진염산염)_(5mg/1정),1,정,210,한미약품(주),463601ATB,levocetirizine dihydrochloride   5mg,내복,141
8806435043535,643504350,라록스펜정60밀리그램(라록시펜염산염)_(60mg/1정),1,정,668,한미약품(주),358001ATB,raloxifene hydrochloride (as raloxifene   55.71mg),내복,399
8806435043740,643504370,로프람정10밀리그램(에스시탈로프람옥살산염)_(12.77mg/1정),1,정,619,한미약품(주),474802ATB,escitalopram oxalate (as escitalopram   10mg),내복,117
8806435043924,643504390,이잘탄플러스정150/12.5밀리그램_(1정),1,정,488,한미약품(주),385700ATB,hydrochlorothiazide   12.5mg,내복,214
8806435044020,643504400,이잘탄플러스정300/12.5밀리그램_(1정),1,정,812,한미약품(주),385800ATB,hydrochlorothiazide   12.5mg,내복,214
8806435045126,643504510,스무디핀정25밀리그램(쿠에티아핀푸마르산염)_(28.78mg/1정),1,정,296,한미약품(주),378601ATB,quetiapine fumarate (as quetiapine   25mg),내복,117
8806435045225,643504520,스무디핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),1,정,883,한미약품(주),378603ATB,quetiapine fumarate (as quetiapine   0.2g),내복,117
8806435045737,643504570,뉴바스트정10밀리그램(아토르바스타틴스트론튬오수화물)_(11.595mg/1정),1,정,662,한미약품(주),502201ATB,atorvastatin strontium pentahydrate (as atorvastatin   10mg),내복,218
8806435045836,643504580,뉴바스트정20밀리그램(아토르바스타틴스트론튬오수화물)_(23.19mg/1정),1,정,711,한미약품(주),502202ATB,atorvastatin strontium pentahydrate (as atorvastatin   20mg),내복,218
8806435045928,643504590,뉴바스트정40밀리그램(아토르바스타틴스트론튬오수화물)_(46.38mg/1정),1,정,1196,한미약품(주),502203ATB,atorvastatin strontium pentahydrate (as atorvastatin   40mg),내복,218
8806435046024,643504600,뉴바스트정80밀리그램(아토르바스타틴스트론튬오수화물)_(92.76mg/1정),1,정,1352,한미약품(주),502204ATB,atorvastatin strontium pentahydrate (as atorvastatin   80mg),내복,218
8806435046123,643504612,엘티리진액(레보세티리진염산염)_(50mg/100mL),100(1),mL/병,40,한미약품(주),463634ALQ,levocetirizine dihydrochloride   50mg(0.5mg/mL),내복,141
8806435046130,643504613,엘티리진액(레보세티리진염산염)_(0.25g/500mL),500(1),mL/병,40,한미약품(주),463637ALQ,levocetirizine dihydrochloride   0.25g(0.5mg/mL),내복,141
8806435046246,643504620,토르셈정2.5밀리그램(토르세미드)_(2.5mg/1정),1,정,101,한미약품(주),242002ATB,torasemide   2.5mg,내복,213
8806435046420,643504640,스무디핀정100밀리그램(쿠에티아핀푸마르산염)_(0.11513g/1정),1,정,742,한미약품(주),378602ATB,quetiapine fumarate (as quetiapine   0.1g),내복,117
8806435046857,643504680,아모잘탄정5/50밀리그램_(1정),1,정,767,한미약품(주),503000ATB,amlodipine camsylate (as amlodipine   5mg),내복,214
8806435046956,643504690,아모잘탄정5/100밀리그램_(1정),1,정,924,한미약품(주),502700ATB,amlodipine camsylate (as amlodipine   5mg),내복,214
8806435048325,643504831,히알루마주(히알루론산나트륨)_(20mg/2mL),2,mL/관,14745,한미약품(주),530045BIJ,sodium hyaluronate   20mg(10mg/mL),주사,399
8806435048424,643504840,레복사신정250밀리그램(레보플록사신수화물)_(0.25625g/1정),1,정,936,한미약품(주),183202ATB,levofloxacin hydrate   0.25g,내복,629
8806435051721,643505171,오로페넴주500밀리그램(메로페넴수화물)_(0.604g/1병),1,병,10815,한미약품(주),190702BIJ,meropenem   0.5g,주사,618
8806435053831,643505380,데잘탄플러스정16/12.5밀리그램_(1정),1,정,527,한미약품(주),423700ATB,candesartan cilexetil   16mg,내복,214
8806435054197,643505410,수바스트정10밀리그램(로수바스타틴칼슘)_(10.4mg/1정),1,정,598,한미약품(주),454001ATB,rosuvastatin calcium (as rosuvastatin   10mg),내복,218
8806435054494,643505440,수바스트정20밀리그램(로수바스타틴칼슘)_(20.8mg/1정),1,정,678,한미약품(주),454002ATB,rosuvastatin calcium (as rosuvastatin   20mg),내복,218
8806435054524,643505450,포타스틴오디정(베포타스틴칼슘이수화물)_(7.79mg/1정),1,정,193,한미약품(주),508801ATD,bepotastine calcium dihydrate (as bepotastine   7.11mg),내복,141
8806435054913,643505490,리도넬정150밀리그램(리세드론산나트륨일수화물)_(0.15887g/1정),1,정,18743,한미약품(주),442330ATB,risedronate sodium   0.15g,내복,399
8806435055439,643505540,도네질오디정10밀리그램(도네페질염산염수화물)_(10.43mg/1정),1,정,1531,한미약품(주),148601ATD,donepezil hydrochloride   10mg,내복,119
8806435055538,643505550,도네질오디정5밀리그램(도네페질염산염수화물)_(5.22mg/1정),1,정,1225,한미약품(주),148602ATD,donepezil hydrochloride   5mg,내복,119
8806435055729,643505570,투브롤패취0.5밀리그램(툴로부테롤)_(1.6X1.6㎠/1매),1,매,263,한미약품(주),452101CPC,tulobuterol   0.5mg,외용,222
8806435055828,643505580,투브롤패취1밀리그램(툴로부테롤)_(2.25X2.25㎠/1매),1,매,394,한미약품(주),452102CPC,tulobuterol   1mg,외용,222
8806435055927,643505590,투브롤패취2밀리그램(툴로부테롤)_(3.2X3.2㎠/1매),1,매,612,한미약품(주),452103CPC,tulobuterol   2mg,외용,222
8806435056412,643505641,히알루주사1%(히알루론산나트륨)_(8.5mg/0.85mL),0.85,mL/관,27940,한미약품(주),530024BIJ,sodium hyaluronate   8.5mg(10mg/mL),주사,131
8806435056559,643505650,콕시브캡슐200밀리그램(세레콕시브)_(0.2g/1캡슐),1,캡슐,517,한미약품(주),347701ACH,celecoxib   0.2g,내복,114
8806435056726,643505670,아모잘탄정10/50밀리그램_(1정),1,정,1103,한미약품(주),513900ATB,amlodipine camsylate (as amlodipine   10mg),내복,214
8806435057013,643505701,올로타딘점안액0.1%(올로파타딘염산염)_(5.55mg/5mL),5,mL/병,5120,한미약품(주),391736COS,olopatadine hydrochloride (as olopatadine   5mg(1mg/mL)),외용,131
8806435057112,643505711,"도티몰점안액(도르졸라미드염산염,티몰롤말레산염)_(5mL)",5,mL/병,11790,한미약품(주),538300COS,dorzolamide hydrochloride (as dorzolamide   0.1g(20mg/mL)),외용,131
8806435057433,643505741,"트로페린점안액(트로픽아미드,페닐레프린)(1회용)_(0.8mL)",0.8,mL/관,242,한미약품(주),515400COS,phenylephrine hydrochloride   4mg(5mg/mL),외용,131
8806435058324,643505831,파라카인점안액0.5%(프로파라카인염산염)(1회용)_(4mg/0.8mL),0.8,mL/관,188,한미약품(주),219630COS,proparacaine hydrochloride   4mg(5mg/mL),외용,121
8806435058416,643505841,히알루주사1.5%(히알루론산나트륨)_(12.75mg/0.85mL),0.85,mL/관,28946,한미약품(주),530032BIJ,sodium hyaluronate   12.75mg(15mg/mL),주사,131
8806435058522,643505850,발시버정500밀리그램(발라시클로비르염산염1.5수화물)_(0.5978g/1정),1,정,1377,한미약품(주),246701ATB,valaciclovir hydrochloride (as valaciclovir   0.5g),내복,629
8806435058737,643505870,두테드연질캡슐0.5밀리그램(두타스테리드)_(0.5mg/1캡슐),1,캡슐,709,한미약품(주),458801ACS,dutasteride   0.5mg,내복,259
8806435059031,643505900,데잘탄정16밀리그램(칸데사르탄실렉세틸)_(16mg/1정),1,정,740,한미약품(주),122602ATB,candesartan cilexetil   16mg,내복,214
8806435059130,643505910,데잘탄정8밀리그램(칸데사르탄실렉세틸)_(8mg/1정),1,정,488,한미약품(주),122601ATB,candesartan cilexetil   8mg,내복,214
8806435059239,643505920,이잘탄정150밀리그램(이르베사르탄)_(0.15g/1정),1,정,485,한미약품(주),177301ATB,irbesartan   0.15g,내복,214
8806435059529,643505951,오로페넴주1그램(메로페넴수화물)_(1.208g/1병),1,병,14504,한미약품(주),190703BIJ,meropenem   1g,주사,618
8806435059611,643505960,모다닐정200밀리그램(모다피닐)_(0.2g/1정),1,정,1970,한미약품(주),439502ATB,modafinil   0.2g,내복,119
8806435059710,643505971,모테손나잘스프레이(모메타손푸로에이트)_(7mg/140회),140,회/통,7601,한미약품(주),361331CSI,mometasone furoate   7mg(50μg/회),외용,132
8806435059925,643505990,넵틴정12.5밀리그램(티아넵틴나트륨)_(12.5mg/1정),1,정,135,한미약품(주),229601ATB,sodium tianeptine   12.5mg,내복,117
8806435060020,643506000,몬테잘정10밀리그램(몬테루카스트나트륨)_(10.4mg/1정),1,정,773,한미약품(주),374602ATB,montelukast sodium (as montelukast   10mg),내복,149
8806435060129,643506010,몬테잘츄정4밀리그램(몬테루카스트나트륨)_(4.16mg/1정),1,정,695,한미약품(주),374603ATB,montelukast sodium (as montelukast   4mg),내복,149
8806435060228,643506020,몬테잘츄정5밀리그램(몬테루카스트나트륨)_(5.2mg/1정),1,정,773,한미약품(주),374601ATB,montelukast sodium (as montelukast   5mg),내복,149
8806435060334,643506031,"도티몰점안액(도르졸라미드염산염,티몰롤말레산염)(1회용)_(0.3mL)",0.3,mL/관,763,한미약품(주),541600COS,dorzolamide hydrochloride (as dorzolamide   6mg(20mg/mL)),외용,131
8806435060662,643506060,프레발린캡슐150밀리그램(프레가발린)_(0.15g/1캡슐),1,캡슐,648,한미약품(주),480402ACH,pregabalin   0.15g,내복,119
8806435060761,643506070,프레발린캡슐75밀리그램(프레가발린)_(75mg/1캡슐),1,캡슐,497,한미약품(주),480401ACH,pregabalin   75mg,내복,119
8806435060839,643506081,몬테잘세립4밀리그램(몬테루카스트나트륨)_(4.16mg/1포),1,포,695,한미약품(주),374603AGN,montelukast sodium (as montelukast   4mg),내복,149
8806435061065,643506100,한미탐스오디정0.2밀리그램(탐스로신염산염)_(0.2mg/1정),1,정,620,한미약품(주),234601ATD,tamsulosin hydrochloride   0.2mg,내복,259
8806435061119,643506111,펠라움시럽(펠라고니움시도이데스11%에탄올추출물(1→8~10)·글리세린혼합액(8:2))_(85.8g/500mL),500(1),mL/병,24,한미약품(주),490335ASY,pelargonium sidoides 11% ethanol ext.(1→8~10)ㆍglycerin mixed solution(8:2)   85.8g(0.1716g/mL),내복,229
8806435061218,643506120,알렌맥스플러스디정_(1정),1,정,5268,한미약품(주),500200ATB,cholecalciferol concentrated powder (as vitamin D3   5.6KI.U),내복,399
8806435061324,643506130,토바스트정40밀리그램(아토르바스타틴칼슘삼수화물)_(41.44mg/1정),1,정,1352,한미약품(주),111503ATB,atorvastatin calcium (as atorvastatin   40mg),내복,218
8806435061430,643506140,메록스캄캡슐7.5밀리그램(멜록시캄)_(7.5mg/1캡슐),1,캡슐,270,한미약품(주),189701ACH,meloxicam   7.5mg,내복,114
8806435061546,643506151,아이포린점안액0.05%(시클로스포린)(1회용)_(0.2mg/0.4mL),0.4,mL/관,659,한미약품(주),475130COS,cyclosporin   0.2mg(0.5mg/mL),외용,131
8806435061720,643506170,리스피돈오디정2밀리그램(리스페리돈)_(2mg/1정),1,정,771,한미약품(주),224202ATD,risperidone   2mg,내복,117
8806435061829,643506180,리스피돈오디정1밀리그램(리스페리돈)_(1mg/1정),1,정,497,한미약품(주),224201ATD,risperidone   1mg,내복,117
8806435062055,643506201,히알루미니점안액0.18%(히알루론산나트륨)(1회용)_(0.9mg/0.5mL),0.5,mL/관,277,한미약품(주),530048COS,sodium hyaluronate   0.9mg(1.8mg/mL),외용,131
8806435062611,643506260,"리도넬디정(리세드론산,콜레칼시페롤)_(1정)",1,정,18736,한미약품(주),518400ATB,cholecalciferol   30KI.U,내복,399
8806435063564,643506350,그리메폴서방정2/500밀리그램_(1정),1,정,290,한미약품(주),474300ATR,glimepiride   2mg,내복,396
8806435063670,643506360,카비어정1밀리그램(엔테카비르)_(1.06mg/1정),1,정,3172,한미약품(주),487203ATB,entecavir   1mg,내복,391
8806435063779,643506370,카비어정0.5밀리그램(엔테카비르)_(0.53mg/1정),1,정,2868,한미약품(주),487202ATB,entecavir   0.5mg,내복,391
8806435064011,643506380,파텐션정20밀리그램(실데나필시트르산염)_(28.09mg/1정),1,정,2000,한미약품(주),553301ATB,sildenafil citrate (as sildenafil   20mg),내복,214
8806435064172,643506410,페노시드캡슐(페노피브릭산)_(0.135g/1캡슐),1,캡슐,356,한미약품(주),520301ACH,fenofibric acid   0.135g,내복,218
8806435064615,643506461,모테손플러스나잘스프레이_(18mL),18,mL/통,19404,한미약품(주),520200CSI,azelastine hydrochloride   25.2mg(1.4mg/mL),외용,132
8806435064769,643506470,피나트라정5밀리그램(피나스테리드)_(5mg/1정),1,정,622,한미약품(주),159001ATB,finasteride   5mg,내복,259
8806435064820,643506430,레비라정1000밀리그램(레비티라세탐)_(1g/1정),1,정,1031,한미약품(주),488503ATB,levetiracetam   1g,내복,113
8806435064929,643506440,레비라정500밀리그램(레비티라세탐)_(0.5g/1정),1,정,663,한미약품(주),488501ATB,levetiracetam   0.5g,내복,113
